SeccionNombreCompleto,Zonificacion,Clasificacion,DensidadPoblacion,SeccionNro,SeccionNombre,RacioCensal,Poblacion,Hogares,Desocupados,Edad 0 a 14,Edad mayor 65,InicialCompleto,PrimarioCompleto,EGBCompleto,SecundarioCompleto,PolimodalCompleto,SuperiorCompleto,UniversitarioCompleto,PostgradoCompleto,LeeEscribe,NoLeeEscribe,Hacinamiento,RedAguaNO,CloacaNO,PVNum,PVNom,Direccion,x_wgs,y_wgs,id,fid,Densidad comercial
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-688.627,-3.288.627,"-68,8627-32,88627",9334,138.752
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.887.002,-3.288.655,"-68,87002-32,88655",9407,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.887.038,-3.288.836,"-68,87038-32,88836",9934,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.886.682,-328.888,"-68,86682-32,8888",10114,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.887.148,-328.881,"-68,87148-32,8881",9864,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-688.634,-3.288.832,"-68,8634-32,88832",9915,13.438
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.886.677,-3.288.759,"-68,86677-32,88759",9679,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.887.156,-3.289.078,"-68,87156-32,89078",10660,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-688.662,-3.289.009,"-68,8662-32,89009",10430,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.886.633,-3.288.901,"-68,86633-32,88901",10178,0
,Comercial,Altamente urbano,33709,4,Cuarta Este Area Fundacional,500070212,470,157,12,78,85,12,118,12,145,18,60,70,8,433,20,0,0,0,,,,-6.882.954,-3.288.018,"-68,82954-32,88018",7801,141.457
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.887.246,-328.894,"-68,87246-32,8894",10284,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.887.413,-3.288.963,"-68,87413-32,88963",10347,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.886.411,-3.289.201,"-68,86411-32,89201",11211,2.818
9na Seccion Parque Gral. San Martin,Especial UNCuyo,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.888.156,-328.804,"-68,88156-32,8804",7906,0
9na Seccion Parque Gral. San Martin,Especial UNCuyo,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.888.235,-3.288.065,"-68,88235-32,88065",7920,0
6ta Seccion Residencial Norte,Residencial urbano,Urbano,66358,6,Residencial Norte,500070611,358,138,7,50,57,13,42,17,78,10,39,135,8,331,18,0,0,0,,,,-6.885.814,-3.288.148,"-68,85814-32,88148",8104,1.249.547
7ma Seccion Residencial Parque,Especial Parque Gral. San Marti­n,Especial,19,7,Residencial Parque,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.887.317,-3.288.169,"-68,87317-32,88169",8186,72.201
9na Seccion Parque Gral. San Martin,Residencial urbano,Urbano,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.887.363,-3.288.154,"-68,87363-32,88154",8128,45.741
9na Seccion Parque Gral. San Martin,Residencial urbano,Urbano,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.887.364,-3.288.155,"-68,87364-32,88155",8130,4.598
3ra Seccion Parque O'Higgins,Comercial,Altamente urbano,46368,3,Parque O'Higgins,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,,,,-6.883.463,-3.289.382,"-68,83463-32,89382",11748,5.692.265
5ta Seccion Residencial Sur,Residencial urbano,Urbano,53042,5,Residencial Sur,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,,,,-6.885.805,-3.289.395,"-68,85805-32,89395",11780,1.540.165
11ra Seccion San Agustin,Residencial suburbano,Interfaz,2279,11,San Agustin,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,,,,-6.890.004,-3.289.424,"-68,90004-32,89424",11852,0
3ra Seccion Parque O'Higgins,Comercial,Altamente urbano,46368,3,Parque O'Higgins,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,,,,-6.883.229,-3.289.424,"-68,83229-32,89424",11881,2.664.191
2da Seccion Barrio Civico,Comercial,Altamente urbano,51914,2,Barrio Civico,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,,,,-6.885.107,-3.289.438,"-68,85107-32,89438",11906,3.386.328
3ra Seccion Parque O'Higgins,Comercial,Altamente urbano,57858,3,Parque O'Higgins,500070312,402,162,11,43,72,8,60,7,94,16,39,150,7,375,11,2,0,1,,,,-6.883.512,-3.289.482,"-68,83512-32,89482",11991,5.191.592
5ta Seccion Residencial Sur,Residencial urbano,Urbano,53042,5,Residencial Sur,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,,,,-6.885.902,-3.289.487,"-68,85902-32,89487",12001,1.821.419
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-68864,-3.289.493,"-68,864-32,89493",12021,114.465
5ta Seccion Residencial Sur,Residencial urbano,Urbano,33844,5,Residencial Sur,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,,,,-6.885.533,-3.289.498,"-68,85533-32,89498",12051,1.654.634
3ra Seccion Parque O'Higgins,Central,Altamente urbano,56.67,3,Parque O'Higgins,500070313,585,166,22,33,117,6,108,9,118,14,64,221,23,523,52,0,2,1,,,,-6.883.683,-3.289.504,"-68,83683-32,89504",12089,8.379.691
3ra Seccion Parque O'Higgins,Central,Altamente urbano,57858,3,Parque O'Higgins,500070312,402,162,11,43,72,8,60,7,94,16,39,150,7,375,11,2,0,1,,,,-6.883.633,-3.289.512,"-68,83633-32,89512",12125,7.292.603
2da Seccion Barrio Civico,Comercial,Altamente urbano,139817,2,Barrio Civico,500070315,427,209,14,37,99,11,36,6,77,11,44,208,22,406,11,2,0,0,,,,-6.883.948,-3.289.519,"-68,83948-32,89519",12135,8.345.579
3ra Seccion Parque O'Higgins,Comercial,Altamente urbano,46368,3,Parque O'Higgins,500070311,699,176,14,60,103,10,194,21,152,12,54,211,15,656,30,0,0,0,,,,-6.883.293,-3.289.518,"-68,83293-32,89518",12140,246.532
2da Seccion Barrio Civico,Comercial,Altamente urbano,56.67,2,Barrio Civico,500070313,585,166,22,33,117,6,108,9,118,14,64,221,23,523,52,0,2,1,,,,-6.883.776,-3.289.551,"-68,83776-32,89551",12194,10.190.508
5ta Seccion Residencial Sur,Residencial urbano,Urbano,73638,5,Residencial Sur,500070908,681,221,14,64,195,17,112,14,109,14,61,283,26,615,47,0,1,3,,,,-6.886.181,-3.289.562,"-68,86181-32,89562",12216,6.0813
5ta Seccion Residencial Sur,Residencial urbano,Urbano,73638,5,Residencial Sur,500070908,681,221,14,64,195,17,112,14,109,14,61,283,26,615,47,0,1,3,,,,-6.886.073,-3.289.569,"-68,86073-32,89569",12227,1.202.944
5ta Seccion Residencial Sur,Residencial urbano,Urbano,59546,5,Residencial Sur,500070903,567,199,13,64,122,11,41,23,95,9,48,304,16,541,9,1,0,0,,,,-6.885.747,-3.289.574,"-68,85747-32,89574",12248,1.534.336
5ta Seccion Residencial Sur,Residencial urbano,Urbano,53042,5,Residencial Sur,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,,,,-6.885.918,-3.289.576,"-68,85918-32,89576",12256,1.911.072
2da Seccion Barrio Civico,Central,Altamente urbano,118038,2,Barrio Civico,500071209,479,244,16,37,113,8,45,7,71,6,46,268,16,460,10,1,1,1,,,,-6.884.785,-3.289.612,"-68,84785-32,89612",12402,2.631.671
2da Seccion Barrio Civico,Central,Altamente urbano,13145,2,Barrio Civico,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,,,,-6.885.022,-3.289.616,"-68,85022-32,89616",12411,2.075.145
2da Seccion Barrio Civico,Central,Altamente urbano,13145,2,Barrio Civico,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,,,,-688.502,-3.289.616,"-68,8502-32,89616",12416,2.079.253
2da Seccion Barrio Civico,Comercial,Altamente urbano,,2,Barrio Civico,500280106,1002,345,36,189,154,36,229,43,293,42,85,198,10,917,44,10,0,3,,,,-6.883.359,-3.289.628,"-68,83359-32,89628",12486,3.078.122
5ta Seccion Residencial Sur,Residencial urbano,Urbano,53042,5,Residencial Sur,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,,,,-6.885.936,-3.289.682,"-68,85936-32,89682",12643,1.911.666
5ta Seccion Residencial Sur,Residencial urbano,Urbano,65006,5,Residencial Sur,500070907,647,256,14,70,127,11,70,19,117,12,66,302,30,616,18,0,0,1,,,,-68861,-3.289.828,"-68,861-32,89828",12897,1.624.315
9na Seccion Parque Gral. San Martin,Residencial de uso controlado,Interfaz,2279,9,Parque Gral. San Martin,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,,,,-6.889.347,-3.289.861,"-68,89347-32,89861",12903,0
5ta Seccion Residencial Sur,Especial Parque Gral. San Marti­n,Especial,53944,5,Residencial Sur,500070909,264,82,2,39,46,11,19,6,66,14,22,108,8,243,13,0,0,0,,,,-6.886.361,-3.289.868,"-68,86361-32,89868",12906,445.291
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.886.422,-3.289.869,"-68,86422-32,89869",12907,344.857
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,2279,9,Parque Gral. San Martin,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,,,,-6.889.316,-3.289.885,"-68,89316-32,89885",12920,0
11ra Seccion San Agustin,Residencial de uso controlado,Interfaz,2279,11,San Agustin,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,,,,-6.889.374,-3.289.889,"-68,89374-32,89889",12925,0
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,19,9,Parque Gral. San Martin,500071310,5,0,0,0,1,0,4,0,0,0,0,1,0,3,2,0,0,0,,,,-6.887.045,-3.289.895,"-68,87045-32,89895",12935,0
11ra Seccion San Agustin,Residencial de uso controlado,Interfaz,2279,11,San Agustin,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,,,,-6.889.412,-328.991,"-68,89412-32,8991",12963,0
2da Seccion Barrio Civico,Central,Altamente urbano,13145,2,Barrio Civico,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,,,,-6.884.808,-3.289.912,"-68,84808-32,89912",12980,3.9082
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,2279,9,Parque Gral. San Martin,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,,,,-6.887.931,-3.289.925,"-68,87931-32,89925",13001,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,65006,5,Residencial Sur,500070907,647,256,14,70,127,11,70,19,117,12,66,302,30,616,18,0,0,1,,,,-6.886.236,-3.289.929,"-68,86236-32,89929",13063,675.374
11ra Seccion San Agustin,Zona de inundacion de dique,Natural,2279,11,San Agustin,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,,,,-6.889.436,-3.289.933,"-68,89436-32,89933",13079,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,80981,5,Residencial Sur,500070905,697,295,31,92,109,20,41,30,111,14,55,367,29,651,24,1,1,1,,,,-6.885.698,-3.289.936,"-68,85698-32,89936",13121,1.375.342
9na Seccion Parque Gral. San Martin,Especial Parque Gral. San Marti­n,Especial,2279,9,Parque Gral. San Martin,500071309,1365,333,52,507,29,73,552,116,278,74,40,23,1,1101,149,27,72,131,,,,-6.888.288,-3.289.951,"-68,88288-32,89951",13232,0
2da Seccion Barrio Civico,Comercial,Altamente urbano,,2,Barrio Civico,500280106,1002,345,36,189,154,36,229,43,293,42,85,198,10,917,44,10,0,3,,,,-6.883.589,-3.289.978,"-68,83589-32,89978",13379,2.358.364
,,,,,,500210219,470,119,13,166,36,28,170,57,94,17,18,26,0,387,48,8,2,6,,,,-6.887.696,-32.9,"-68,87696-32,9",13394,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,69731,5,Residencial Sur,500070906,672,269,15,103,110,21,68,29,110,33,76,292,17,627,22,1,0,0,,,,-6.885.838,-3.290.043,"-68,85838-32,90043",13482,2.478.298
2da Seccion Barrio Civico,Residencial urbano,Urbano,13145,2,Barrio Civico,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,,,,-6.884.472,-3.290.074,"-68,84472-32,90074",13620,2.980.665
2da Seccion Barrio Civico,Comercial,Altamente urbano,36626,2,Barrio Civico,500070805,472,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,,,,-6.883.683,-3.290.099,"-68,83683-32,90099",13691,2.672.312
2da Seccion Barrio Civico,Comercial,Altamente urbano,,2,Barrio Civico,500280107,666,242,22,106,128,17,129,15,208,20,54,178,11,615,20,1,0,0,,,,-6.883.667,-3.290.102,"-68,83667-32,90102",13699,2.405.438
2da Seccion Barrio Civico,Comercial,Altamente urbano,36626,2,Barrio Civico,500070805,472,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,,,,-6.883.794,-329.014,"-68,83794-32,9014",13785,2.714.658
5ta Seccion Residencial Sur,Residencial urbano,Urbano,74301,5,Residencial Sur,500070912,340,146,13,31,66,7,26,8,63,19,32,165,10,323,8,0,1,3,,,,-6.886.432,-3.290.152,"-68,86432-32,90152",13805,78.192
5ta Seccion Residencial Sur,Residencial urbano,Urbano,52035,5,Residencial Sur,500070911,583,217,24,76,121,14,55,26,114,22,73,242,21,559,11,0,0,0,,,,-6.886.135,-3.290.158,"-68,86135-32,90158",13822,139.494
5ta Seccion Residencial Sur,Residencial urbano,Urbano,53.1,5,Residencial Sur,500070910,656,263,20,86,111,15,66,19,112,26,74,305,16,620,19,0,0,0,,,,-6.885.716,-3.290.161,"-68,85716-32,90161",13862,1.760.351
2da Seccion Barrio Civico,Residencial urbano,Urbano,71197,2,Barrio Civico,500070807,594,212,7,62,116,11,43,27,98,24,61,295,20,573,9,0,2,1,,,,-6.884.505,-3.290.186,"-68,84505-32,90186",13937,3.158.146
2da Seccion Barrio Civico,Comercial,Altamente urbano,36626,2,Barrio Civico,500070805,472,173,14,74,91,14,63,22,111,10,50,177,5,442,17,0,0,1,,,,-6.883.808,-3.290.194,"-68,83808-32,90194",13978,2.466.603
5ta Seccion Residencial Sur,Residencial urbano,Urbano,52035,5,Residencial Sur,500070911,583,217,24,76,121,14,55,26,114,22,73,242,21,559,11,0,0,0,,,,-6.886.138,-3.290.213,"-68,86138-32,90213",14045,898.694
5ta Seccion Residencial Sur,Residencial urbano,Urbano,52035,5,Residencial Sur,500070911,583,217,24,76,121,14,55,26,114,22,73,242,21,559,11,0,0,0,,,,-6.886.263,-3.290.217,"-68,86263-32,90217",14057,212.084
2da Seccion Barrio Civico,Comercial,Altamente urbano,41.15,2,Barrio Civico,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-6.884.246,-3.290.228,"-68,84246-32,90228",14112,5.560.411
2da Seccion Barrio Civico,Comercial,Altamente urbano,41.15,2,Barrio Civico,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-6.883.952,-3.290.234,"-68,83952-32,90234",14148,2.250.035
2da Seccion Barrio Civico,Comercial,Altamente urbano,41.15,2,Barrio Civico,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-6.884.169,-3.290.246,"-68,84169-32,90246",14254,4.490.401
2da Seccion Barrio Civico,Residencial urbano,Urbano,47647,2,Barrio Civico,500070808,401,147,2,54,84,10,44,13,81,11,21,194,18,383,13,0,0,0,,,,-6.884.651,-329.025,"-68,84651-32,9025",14273,2.078.128
2da Seccion Barrio Civico,Residencial urbano,Urbano,47647,2,Barrio Civico,500070808,401,147,2,54,84,10,44,13,81,11,21,194,18,383,13,0,0,0,,,,-6.884.585,-3.290.258,"-68,84585-32,90258",14305,253.117
2da Seccion Barrio Civico,,,64991,2,Barrio Civico,500070810,631,264,14,96,119,13,69,25,115,27,54,278,22,596,14,0,0,2,,,,-6.885.067,-3.290.318,"-68,85067-32,90318",14446,527.302
2da Seccion Barrio Civico,Comercial,Altamente urbano,41.15,2,Barrio Civico,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-6.884.075,-3.290.342,"-68,84075-32,90342",14523,2.489.877
2da Seccion Barrio Civico,,,47647,2,Barrio Civico,500070808,401,147,2,54,84,10,44,13,81,11,21,194,18,383,13,0,0,0,,,,-6.884.727,-3.290.352,"-68,84727-32,90352",14549,1.309.695
2da Seccion Barrio Civico,Residencial urbano,Urbano,47647,2,Barrio Civico,500070808,401,147,2,54,84,10,44,13,81,11,21,194,18,383,13,0,0,0,,,,-6.884.655,-3.290.359,"-68,84655-32,90359",14567,1.567.562
2da Seccion Barrio Civico,Comercial,Altamente urbano,41.15,2,Barrio Civico,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-6.884.281,-3.290.365,"-68,84281-32,90365",14590,4.377.019
2da Seccion Barrio Civico,Residencial urbano,Urbano,71197,2,Barrio Civico,500070807,594,212,7,62,116,11,43,27,98,24,61,295,20,573,9,0,2,1,,,,-6.884.466,-3.290.378,"-68,84466-32,90378",14601,2.956.896
2da Seccion Barrio Civico,Residencial urbano,Urbano,71197,2,Barrio Civico,500070807,594,212,7,62,116,11,43,27,98,24,61,295,20,573,9,0,2,1,,,,-688.442,-3.290.383,"-68,8442-32,90383",14617,3.352.559
2da Seccion Barrio Civico,Comercial,Altamente urbano,41.15,2,Barrio Civico,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-6.884.285,-3.290.396,"-68,84285-32,90396",14634,3.611.898
,Comercial,Altamente urbano,41.15,,,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-6.884.221,-3.290.403,"-68,84221-32,90403",14639,2.987.595
,Comercial,Altamente urbano,41.15,,,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-6.884.214,-3.290.404,"-68,84214-32,90404",14644,2.885.405
,,,41.15,,,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-6.884.102,-3.290.416,"-68,84102-32,90416",14654,1.778.302
,,,41.15,,,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-6.884.095,-3.290.417,"-68,84095-32,90417",14656,174.122
,,,41.15,,,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-6.883.994,-3.290.428,"-68,83994-32,90428",14661,1.868.894
2da Seccion Barrio Civico,,,41.15,2,Barrio Civico,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-6.883.938,-3.290.434,"-68,83938-32,90434",14669,215.903
,,,41.15,,,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-688.383,-3.290.446,"-68,8383-32,90446",14686,2.041.229
,,,41.15,,,500070806,571,251,13,67,103,15,78,18,131,9,55,229,16,539,18,0,0,1,,,,-688.379,-329.045,"-68,8379-32,9045",14692,1.763.202
11ra Seccion San Agustin,Residencial urbano,Urbano,65351,11,San Agustin,500071301,1530,403,40,511,58,97,653,115,312,102,27,25,2,1254,147,47,3,72,,,,-6.891.387,-3.288.577,"-68,91387-32,88577",14699,0
11ra Seccion San Agustin,Residencial urbano,Urbano,65351,11,San Agustin,500071301,1530,403,40,511,58,97,653,115,312,102,27,25,2,1254,147,47,3,72,,,,-6.891.319,-3.288.615,"-68,91319-32,88615",14709,0
11ra Seccion San Agustin,Residencial urbano,Urbano,65351,11,San Agustin,500071301,1530,403,40,511,58,97,653,115,312,102,27,25,2,1254,147,47,3,72,,,,-6.891.131,-3.288.632,"-68,91131-32,88632",14715,0
11ra Seccion San Agustin,Residencial urbano,Urbano,9736,11,San Agustin,500071302,1124,297,37,358,46,69,407,147,236,94,20,31,0,940,110,33,0,39,,,,-6.890.954,-3.288.673,"-68,90954-32,88673",14721,17.173
11ra Seccion San Agustin,Residencial urbano,Urbano,9736,11,San Agustin,500071302,1124,297,37,358,46,69,407,147,236,94,20,31,0,940,110,33,0,39,,,,-6.891.043,-3.288.706,"-68,91043-32,88706",14723,16.152
11ra Seccion San Agustin,Residencial urbano,Urbano,65351,11,San Agustin,500071301,1530,403,40,511,58,97,653,115,312,102,27,25,2,1254,147,47,3,72,,,,-6.891.176,-3.288.744,"-68,91176-32,88744",14724,0
11ra Seccion San Agustin,Residencial urbano,Urbano,9736,11,San Agustin,500071302,1124,297,37,358,46,69,407,147,236,94,20,31,0,940,110,33,0,39,,,,-6.890.869,-3.288.673,"-68,90869-32,88673",14726,23.306
11ra Seccion San Agustin,Residencial urbano,Urbano,65351,11,San Agustin,500071301,1530,403,40,511,58,97,653,115,312,102,27,25,2,1254,147,47,3,72,,,,-6.891.323,-3.288.741,"-68,91323-32,88741",14727,0
11ra Seccion San Agustin,Residencial urbano,Urbano,63435,11,San Agustin,500071306,1039,242,33,410,16,73,429,105,213,61,14,23,1,864,96,45,39,215,,,,-6.891.284,-3.288.842,"-68,91284-32,88842",14738,0
11ra Seccion San Agustin,Residencial urbano,Urbano,9736,11,San Agustin,500071302,1124,297,37,358,46,69,407,147,236,94,20,31,0,940,110,33,0,39,,,,-6.890.784,-3.288.722,"-68,90784-32,88722",14743,81.823
11ra Seccion San Agustin,Residencial urbano,Urbano,65351,11,San Agustin,500071301,1530,403,40,511,58,97,653,115,312,102,27,25,2,1254,147,47,3,72,,,,-6.891.575,-3.288.712,"-68,91575-32,88712",14747,0
11ra Seccion San Agustin,Residencial urbano,Urbano,65351,11,San Agustin,500071301,1530,403,40,511,58,97,653,115,312,102,27,25,2,1254,147,47,3,72,,,,-6.891.125,-3.288.668,"-68,91125-32,88668",14749,0
11ra Seccion San Agustin,Residencial urbano,Urbano,65351,11,San Agustin,500071301,1530,403,40,511,58,97,653,115,312,102,27,25,2,1254,147,47,3,72,,,,-6.891.554,-3.288.821,"-68,91554-32,88821",14751,0
11ra Seccion San Agustin,Residencial urbano,Urbano,65351,11,San Agustin,500071301,1530,403,40,511,58,97,653,115,312,102,27,25,2,1254,147,47,3,72,,,,-6.891.388,-3.288.842,"-68,91388-32,88842",14755,0
11ra Seccion San Agustin,Residencial urbano,Urbano,63435,11,San Agustin,500071306,1039,242,33,410,16,73,429,105,213,61,14,23,1,864,96,45,39,215,,,,-6.891.196,-3.288.983,"-68,91196-32,88983",14810,0
11ra Seccion San Agustin,Residencial urbano,Urbano,107363,11,San Agustin,500071305,748,217,43,185,55,37,268,36,206,38,26,52,1,650,48,5,0,13,,,,-6.890.829,-3.288.909,"-68,90829-32,88909",14811,86.187
11ra Seccion San Agustin,Residencial urbano,Urbano,129091,11,San Agustin,500071304,1215,325,46,387,74,60,480,114,270,97,26,49,0,1051,92,33,1,68,,,,-6.890.816,-3.288.907,"-68,90816-32,88907",14813,87.158
11ra Seccion San Agustin,Residencial urbano,Urbano,63435,11,San Agustin,500071306,1039,242,33,410,16,73,429,105,213,61,14,23,1,864,96,45,39,215,,,,-6.891.318,-3.289.007,"-68,91318-32,89007",14816,0
11ra Seccion San Agustin,Residencial urbano,Urbano,107363,11,San Agustin,500071305,748,217,43,185,55,37,268,36,206,38,26,52,1,650,48,5,0,13,,,,-6.890.883,-3.288.918,"-68,90883-32,88918",14818,77.522
11ra Seccion San Agustin,Residencial urbano,Urbano,107363,11,San Agustin,500071305,748,217,43,185,55,37,268,36,206,38,26,52,1,650,48,5,0,13,,,,-6.891.015,-3.288.945,"-68,91015-32,88945",14819,41.465
11ra Seccion San Agustin,Residencial urbano,Urbano,16936,11,San Agustin,500071307,1336,347,46,495,39,75,609,69,285,93,20,29,0,1101,127,55,35,169,,,,-6.891.227,-3.289.146,"-68,91227-32,89146",14823,0
11ra Seccion San Agustin,Residencial urbano,Urbano,16936,11,San Agustin,500071307,1336,347,46,495,39,75,609,69,285,93,20,29,0,1101,127,55,35,169,,,,-6.891.403,-3.289.204,"-68,91403-32,89204",14832,0
11ra Seccion San Agustin,Residencial urbano,Urbano,107363,11,San Agustin,500071305,748,217,43,185,55,37,268,36,206,38,26,52,1,650,48,5,0,13,,,,-689.104,-3.288.818,"-68,9104-32,88818",14839,57.685
11ra Seccion San Agustin,Residencial urbano,Urbano,16936,11,San Agustin,500071307,1336,347,46,495,39,75,609,69,285,93,20,29,0,1101,127,55,35,169,,,,-6.891.395,-3.289.201,"-68,91395-32,89201",14866,0
11ra Seccion San Agustin,Residencial urbano,Urbano,16936,11,San Agustin,500071307,1336,347,46,495,39,75,609,69,285,93,20,29,0,1101,127,55,35,169,,,,-689.135,-3.289.472,"-68,9135-32,89472",14870,0
