SeccionNombreCompleto,Zonificacion,Clasificacion,DensidadPoblacion,SeccionNro,SeccionNombre,RacioCensal,Poblacion,Hogares,Desocupados,Edad 0 a 14,Edad mayor 65,InicialCompleto,PrimarioCompleto,EGBCompleto,SecundarioCompleto,PolimodalCompleto,SuperiorCompleto,UniversitarioCompleto,PostgradoCompleto,LeeEscribe,NoLeeEscribe,Hacinamiento,RedAguaNO,CloacaNO,PVNum,PVNom,Direccion,x_wgs,y_wgs,id,fid,Densidad comercial
5ta Seccion Residencial Sur,Residencial urbano,Urbano,52966,5,Residencial Sur,500070508,734,265,19,104,151,24,52,44,95,23,85,347,38,688,22,0,0,0,,,,-6.885.128,-3.288.959,"-68,85128-32,88959",,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,52966,5,Residencial Sur,500070508,734,265,19,104,151,24,52,44,95,23,85,347,38,688,22,0,0,0,,,,-6.885.581,-3.288.873,"-68,85581-32,88873",,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,52966,5,Residencial Sur,500070508,734,265,19,104,151,24,52,44,95,23,85,347,38,688,22,0,0,0,,,,-688.514,-3.289.069,"-68,8514-32,89069",,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,52966,5,Residencial Sur,500070508,734,265,19,104,151,24,52,44,95,23,85,347,38,688,22,0,0,0,,,,-6.885.417,-3.289.017,"-68,85417-32,89017",,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,52966,5,Residencial Sur,500070508,734,265,19,104,151,24,52,44,95,23,85,347,38,688,22,0,0,0,,,,-688.525,-3.289.048,"-68,8525-32,89048",,0
5ta Seccion Residencial Sur,Comercial,Altamente urbano,52966,5,Residencial Sur,500070508,734,265,19,104,151,24,52,44,95,23,85,347,38,688,22,0,0,0,,,,-6.884.995,-3.288.942,"-68,84995-32,88942",,0
5ta Seccion Residencial Sur,Comercial,Altamente urbano,52966,5,Residencial Sur,500070508,734,265,19,104,151,24,52,44,95,23,85,347,38,688,22,0,0,0,,,,-6.885.017,-3.289.019,"-68,85017-32,89019",,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,52966,5,Residencial Sur,500070508,734,265,19,104,151,24,52,44,95,23,85,347,38,688,22,0,0,0,,,,-6.885.314,-3.289.037,"-68,85314-32,89037",,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,52966,5,Residencial Sur,500070508,734,265,19,104,151,24,52,44,95,23,85,347,38,688,22,0,0,0,,,,-6.885.437,-3.289.013,"-68,85437-32,89013",,0
5ta Seccion Residencial Sur,Comercial,Altamente urbano,78836,5,Residencial Sur,500070502,672,260,22,78,106,16,77,30,148,26,78,264,12,640,16,1,0,2,,,,-6.885.269,-3.288.384,"-68,85269-32,88384",,0
5ta Seccion Residencial Sur,Comercial,Altamente urbano,52966,5,Residencial Sur,500070508,734,265,19,104,151,24,52,44,95,23,85,347,38,688,22,0,0,0,,,,-6.885.037,-3.289.088,"-68,85037-32,89088",,0
2da Seccion Barrio Civico,Comercial,Altamente urbano,116642,2,Barrio Civico,500070412,710,226,20,51,139,7,74,15,126,14,60,343,51,681,11,0,1,0,,,,-6.885.014,-328.909,"-68,85014-32,8909",,0
2da Seccion Barrio Civico,Comercial,Altamente urbano,116642,2,Barrio Civico,500070412,710,226,20,51,139,7,74,15,126,14,60,343,51,681,11,0,1,0,,,,-6.884.986,-3.288.985,"-68,84986-32,88985",,0
2da Seccion Barrio Civico,Central,Altamente urbano,116642,2,Barrio Civico,500070412,710,226,20,51,139,7,74,15,126,14,60,343,51,681,11,0,1,0,,,,-6.884.888,-3.289.114,"-68,84888-32,89114",,0
5ta Seccion Residencial Sur,Comercial,Altamente urbano,40575,5,Residencial Sur,500070511,548,238,7,59,99,15,48,9,95,19,50,275,19,518,15,0,0,1,,,,-6.885.067,-3.289.192,"-68,85067-32,89192",,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,40575,5,Residencial Sur,500070511,548,238,7,59,99,15,48,9,95,19,50,275,19,518,15,0,0,1,,,,-6.885.131,-3.289.181,"-68,85131-32,89181",,0
2da Seccion Barrio Civico,Central,Altamente urbano,224273,2,Barrio Civico,500070407,316,177,15,23,77,1,27,6,60,10,30,167,8,308,2,1,0,0,,,,-6.884.251,-3.289.231,"-68,84251-32,89231",,0
5ta Seccion Residencial Sur,Comercial,Altamente urbano,40575,5,Residencial Sur,500070511,548,238,7,59,99,15,48,9,95,19,50,275,19,518,15,0,0,1,,,,-6.885.098,-32893,"-68,85098-32,893",,0
5ta Seccion Residencial Sur,Comercial,Altamente urbano,40575,5,Residencial Sur,500070511,548,238,7,59,99,15,48,9,95,19,50,275,19,518,15,0,0,1,,,,-6.885.113,-3.289.297,"-68,85113-32,89297",,0
2da Seccion Barrio Civico,Central,Altamente urbano,158759,2,Barrio Civico,500070410,261,146,4,18,62,4,20,7,41,4,29,145,7,256,2,0,0,0,,,,-6.884.519,-3.289.182,"-68,84519-32,89182",,0
2da Seccion Barrio Civico,Central,Altamente urbano,89498,2,Barrio Civico,500070409,392,191,10,20,84,2,38,6,80,6,43,194,18,387,1,1,0,0,,,,-6.884.379,-3.289.208,"-68,84379-32,89208",,0
2da Seccion Barrio Civico,Central,Altamente urbano,40.48,2,Barrio Civico,500071207,290,135,13,21,54,6,18,2,71,7,25,145,6,275,11,0,3,0,,,,-6.884.288,-3.289.635,"-68,84288-32,89635",,0
2da Seccion Barrio Civico,Central,Altamente urbano,40.48,2,Barrio Civico,500071207,290,135,13,21,54,6,18,2,71,7,25,145,6,275,11,0,3,0,,,,-6.884.203,-3.289.546,"-68,84203-32,89546",,0
2da Seccion Barrio Civico,Central,Altamente urbano,40.48,2,Barrio Civico,500071207,290,135,13,21,54,6,18,2,71,7,25,145,6,275,11,0,3,0,,,,-6.884.274,-3.289.499,"-68,84274-32,89499",,0
2da Seccion Barrio Civico,Central,Altamente urbano,40.48,2,Barrio Civico,500071207,290,135,13,21,54,6,18,2,71,7,25,145,6,275,11,0,3,0,,,,-6.884.191,-3.289.499,"-68,84191-32,89499",,0
2da Seccion Barrio Civico,Central,Altamente urbano,104215,2,Barrio Civico,500071205,314,138,8,40,48,8,17,11,68,7,26,140,17,288,10,1,3,1,,,,-6.884.434,-3.289.426,"-68,84434-32,89426",,0
2da Seccion Barrio Civico,Central,Altamente urbano,150.74,2,Barrio Civico,500071202,224,90,3,32,28,5,29,3,32,8,18,94,22,208,6,0,0,0,,,,-6.884.945,-3.289.328,"-68,84945-32,89328",,0
2da Seccion Barrio Civico,Central,Altamente urbano,150.74,2,Barrio Civico,500071202,224,90,3,32,28,5,29,3,32,8,18,94,22,208,6,0,0,0,,,,-6.884.824,-3.289.352,"-68,84824-32,89352",,0
2da Seccion Barrio Civico,Central,Altamente urbano,118038,2,Barrio Civico,500071209,479,244,16,37,113,8,45,7,71,6,46,268,16,460,10,1,1,1,,,,-6.884.712,-3.289.616,"-68,84712-32,89616",,0
2da Seccion Barrio Civico,Central,Altamente urbano,132606,2,Barrio Civico,500071208,401,192,14,34,87,8,58,6,87,3,33,179,11,379,15,0,0,0,,,,-6.884.624,-3.289.619,"-68,84624-32,89619",,0
2da Seccion Barrio Civico,Central,Altamente urbano,118038,2,Barrio Civico,500071209,479,244,16,37,113,8,45,7,71,6,46,268,16,460,10,1,1,1,,,,-6.884.763,-3.289.507,"-68,84763-32,89507",,0
2da Seccion Barrio Civico,Central,Altamente urbano,118038,2,Barrio Civico,500071209,479,244,16,37,113,8,45,7,71,6,46,268,16,460,10,1,1,1,,,,-6.884.719,-3.289.513,"-68,84719-32,89513",,0
2da Seccion Barrio Civico,Central,Altamente urbano,104148,2,Barrio Civico,500071203,349,159,3,37,40,4,26,2,54,18,30,177,13,322,2,0,0,0,,,,-6.884.565,-3.289.401,"-68,84565-32,89401",,0
2da Seccion Barrio Civico,Central,Altamente urbano,104148,2,Barrio Civico,500071203,349,159,3,37,40,4,26,2,54,18,30,177,13,322,2,0,0,0,,,,-6.884.559,-3.289.402,"-68,84559-32,89402",,0
2da Seccion Barrio Civico,Central,Altamente urbano,104148,2,Barrio Civico,500071203,349,159,3,37,40,4,26,2,54,18,30,177,13,322,2,0,0,0,,,,-6.884.668,-3.289.265,"-68,84668-32,89265",,0
2da Seccion Barrio Civico,Central,Altamente urbano,104148,2,Barrio Civico,500071203,349,159,3,37,40,4,26,2,54,18,30,177,13,322,2,0,0,0,,,,-6.884.696,-3.289.376,"-68,84696-32,89376",,0
2da Seccion Barrio Civico,Central,Altamente urbano,104148,2,Barrio Civico,500071203,349,159,3,37,40,4,26,2,54,18,30,177,13,322,2,0,0,0,,,,-6.884.572,-32894,"-68,84572-32,894",,0
2da Seccion Barrio Civico,Central,Altamente urbano,51914,2,Barrio Civico,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,,,,-6.884.891,-3.289.607,"-68,84891-32,89607",,0
2da Seccion Barrio Civico,Central,Altamente urbano,51914,2,Barrio Civico,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,,,,-6.885.016,-3.289.601,"-68,85016-32,89601",,0
2da Seccion Barrio Civico,Central,Altamente urbano,51914,2,Barrio Civico,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,,,,-6.884.875,-3.289.548,"-68,84875-32,89548",,0
2da Seccion Barrio Civico,Central,Altamente urbano,51914,2,Barrio Civico,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,,,,-6.884.981,-3.289.466,"-68,84981-32,89466",,0
2da Seccion Barrio Civico,Central,Altamente urbano,51914,2,Barrio Civico,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,,,,-6.885.047,-3.289.454,"-68,85047-32,89454",,0
2da Seccion Barrio Civico,Central,Altamente urbano,51914,2,Barrio Civico,500071210,541,233,13,63,122,10,60,2,102,19,32,268,20,504,16,0,0,2,,,,-6.884.858,-3.289.481,"-68,84858-32,89481",,0
2da Seccion Barrio Civico,Central,Altamente urbano,90782,2,Barrio Civico,500071204,259,115,8,17,57,1,22,3,53,4,35,124,8,250,1,0,0,0,,,,-6.884.526,-3.289.292,"-68,84526-32,89292",,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,33844,5,Residencial Sur,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,,,,-6.885.541,-3.289.594,"-68,85541-32,89594",,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,33844,5,Residencial Sur,500070904,700,282,17,80,121,19,52,19,97,21,56,382,26,658,21,0,0,0,,,,-6.885.339,-3.289.487,"-68,85339-32,89487",,0
2da Seccion Barrio Civico,Comercial,Altamente urbano,77.75,2,Barrio Civico,500070802,521,153,16,67,106,14,52,7,125,15,58,202,17,482,17,1,1,0,,,,-6.884.073,-3.289.571,"-68,84073-32,89571",,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,69731,5,Residencial Sur,500070906,672,269,15,103,110,21,68,29,110,33,76,292,17,627,22,1,0,0,,,,-6.885.949,-328.981,"-68,85949-32,8981",,0
2da Seccion Barrio Civico,Comercial,Altamente urbano,77.75,2,Barrio Civico,500070802,521,153,16,67,106,14,52,7,125,15,58,202,17,482,17,1,1,0,,,,-6.883.817,-3.289.652,"-68,83817-32,89652",,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,69731,5,Residencial Sur,500070906,672,269,15,103,110,21,68,29,110,33,76,292,17,627,22,1,0,0,,,,-6.885.976,-3.290.043,"-68,85976-32,90043",,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,53042,5,Residencial Sur,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,,,,-6.885.813,-3.289.691,"-68,85813-32,89691",,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,69731,5,Residencial Sur,500070906,672,269,15,103,110,21,68,29,110,33,76,292,17,627,22,1,0,0,,,,-6.885.829,-3.289.935,"-68,85829-32,89935",,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,69731,5,Residencial Sur,500070906,672,269,15,103,110,21,68,29,110,33,76,292,17,627,22,1,0,0,,,,-6.885.962,-3.289.934,"-68,85962-32,89934",,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,53042,5,Residencial Sur,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,,,,-6.885.837,-3.289.497,"-68,85837-32,89497",,0
5ta Seccion Residencial Sur,Residencial urbano,Urbano,53042,5,Residencial Sur,500070902,564,190,12,48,113,5,56,16,101,22,71,261,18,538,13,0,0,0,,,,-6.885.895,-3.289.379,"-68,85895-32,89379",,0
2da Seccion Barrio Civico,Residencial urbano,Urbano,13145,2,Barrio Civico,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,,,,-6.885.083,-3.289.953,"-68,85083-32,89953",,0
,,,,,,500210903,529,223,9,77,83,13,68,10,98,19,51,209,32,485,21,1,0,2,,,,-6.885.725,-3.290.216,"-68,85725-32,90216",,0
2da Seccion Barrio Civico,Residencial urbano,Urbano,13145,2,Barrio Civico,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,,,,-6.885.084,-3.289.968,"-68,85084-32,89968",,0
2da Seccion Barrio Civico,Residencial urbano,Urbano,13145,2,Barrio Civico,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,,,,-688.432,-3.290.006,"-68,8432-32,90006",,0
2da Seccion Barrio Civico,Residencial urbano,Urbano,13145,2,Barrio Civico,500070801,562,164,17,106,53,21,66,19,97,22,68,223,14,510,25,0,0,2,,,,-6.884.335,-3.290.061,"-68,84335-32,90061",,0
,Residencial urbano,Urbano,83143,4,,500070202,763,250,20,172,94,23,173,47,224,22,83,127,2,681,40,2,0,0,,,,-6.882.265,-328.672,"-68,82265-32,8672",,0
,Residencial urbano,Urbano,83143,4,,500070202,763,250,20,172,94,23,173,47,224,22,83,127,2,681,40,2,0,0,,,,-6.882.272,-3.286.777,"-68,82272-32,86777",,0
,Residencial urbano,Urbano,83143,4,,500070202,763,250,20,172,94,23,173,47,224,22,83,127,2,681,40,2,0,0,,,,-6.882.556,-3.286.782,"-68,82556-32,86782",,0
,Residencial urbano,Urbano,83143,4,,500070202,763,250,20,172,94,23,173,47,224,22,83,127,2,681,40,2,0,0,,,,-6.882.413,-3.286.715,"-68,82413-32,86715",,0
,Residencial urbano,Urbano,83143,4,,500070202,763,250,20,172,94,23,173,47,224,22,83,127,2,681,40,2,0,0,,,,-688.242,-3.286.789,"-68,8242-32,86789",,0
,Residencial urbano,Urbano,83143,4,,500070202,763,250,20,172,94,23,173,47,224,22,83,127,2,681,40,2,0,0,,,,-6.882.406,-328.665,"-68,82406-32,8665",,0
,Residencial urbano,Urbano,83143,4,,500070202,763,250,20,172,94,23,173,47,224,22,83,127,2,681,40,2,0,0,,,,-6.882.547,-3.286.712,"-68,82547-32,86712",,0
,Residencial urbano,Urbano,83143,4,,500070202,763,250,20,172,94,23,173,47,224,22,83,127,2,681,40,2,0,0,,,,-6.882.262,-32867,"-68,82262-32,867",,0
,Residencial urbano,Urbano,83143,4,,500070202,763,250,20,172,94,23,173,47,224,22,83,127,2,681,40,2,0,0,,,,-6.882.274,-3.286.796,"-68,82274-32,86796",,0
,Residencial urbano,Urbano,83143,4,,500070202,763,250,20,172,94,23,173,47,224,22,83,127,2,681,40,2,0,0,,,,-6.882.257,-3.286.662,"-68,82257-32,86662",,0
,Residencial urbano,Urbano,83143,4,,500070202,763,250,20,172,94,23,173,47,224,22,83,127,2,681,40,2,0,0,,,,-6.882.172,-32867,"-68,82172-32,867",,0
,Residencial urbano,Urbano,83143,4,,500070202,763,250,20,172,94,23,173,47,224,22,83,127,2,681,40,2,0,0,,,,-6.882.168,-32867,"-68,82168-32,867",,0
,Residencial urbano,Urbano,71,4,Cuarta Este Area Fundacional,500070206,1053,354,38,231,145,37,261,66,290,44,118,170,8,965,43,5,0,2,,,,-688.291,-328.694,"-68,8291-32,8694",,0
,Residencial urbano,Urbano,71,4,Cuarta Este Area Fundacional,500070206,1053,354,38,231,145,37,261,66,290,44,118,170,8,965,43,5,0,2,,,,-688.292,-3.287.196,"-68,8292-32,87196",,0
,Residencial urbano,Urbano,87761,4,Cuarta Este Area Fundacional,500070205,778,239,31,170,82,26,163,55,257,51,57,109,2,705,37,4,0,2,,,,-6.882.478,-3.287.331,"-68,82478-32,87331",,0
,Residencial urbano,Urbano,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.882.037,-3.287.322,"-68,82037-32,87322",,0
,Residencial urbano,Urbano,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.882.056,-3.287.375,"-68,82056-32,87375",,0
,Residencial urbano,Urbano,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-688.181,-3.286.961,"-68,8181-32,86961",,0
,Residencial urbano,Urbano,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.881.954,-3.287.132,"-68,81954-32,87132",,0
,Residencial urbano,Urbano,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.881.955,-3.287.133,"-68,81955-32,87133",,0
,Residencial urbano,Urbano,,4,Cuarta Este Area Fundacional,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.882.061,-3.287.358,"-68,82061-32,87358",,0
,Residencial urbano,Urbano,,4,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-688.206,-3.287.351,"-68,8206-32,87351",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.881.735,-3.286.805,"-68,81735-32,86805",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.881.738,-3.286.809,"-68,81738-32,86809",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.882.002,-3.287.222,"-68,82002-32,87222",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.882.005,-3.287.225,"-68,82005-32,87225",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.881.739,-3.286.819,"-68,81739-32,86819",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.881.739,-3.286.823,"-68,81739-32,86823",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.881.862,-3.287.027,"-68,81862-32,87027",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.881.863,-3.287.029,"-68,81863-32,87029",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-688.173,-3.286.742,"-68,8173-32,86742",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.881.768,-3.286.891,"-68,81768-32,86891",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.881.737,-3.286.815,"-68,81737-32,86815",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.881.733,-3.286.795,"-68,81733-32,86795",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.881.762,-3.286.879,"-68,81762-32,86879",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.881.892,-3.287.061,"-68,81892-32,87061",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.881.765,-3.286.886,"-68,81765-32,86886",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-6.881.733,-3.286.793,"-68,81733-32,86793",,0
,,,,,,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,,,,-688.173,-3.286.769,"-68,8173-32,86769",,0
,Residencial urbano,Urbano,61782,4,Cuarta Este Area Fundacional,500070207,785,233,23,115,110,16,154,52,214,30,80,179,13,724,29,2,0,0,,,,-688.319,-3.286.964,"-68,8319-32,86964",,0
,Residencial urbano,Urbano,61782,4,Cuarta Este Area Fundacional,500070207,785,233,23,115,110,16,154,52,214,30,80,179,13,724,29,2,0,0,,,,-6.883.044,-3.286.979,"-68,83044-32,86979",,0
,Residencial urbano,Urbano,61782,4,Cuarta Este Area Fundacional,500070207,785,233,23,115,110,16,154,52,214,30,80,179,13,724,29,2,0,0,,,,-6.883.199,-3.287.183,"-68,83199-32,87183",,0
,Residencial urbano,Urbano,61782,4,Cuarta Este Area Fundacional,500070207,785,233,23,115,110,16,154,52,214,30,80,179,13,724,29,2,0,0,,,,-688.305,-3.287.086,"-68,8305-32,87086",,0
,Residencial urbano,Urbano,61782,4,Cuarta Este Area Fundacional,500070207,785,233,23,115,110,16,154,52,214,30,80,179,13,724,29,2,0,0,,,,-6.883.055,-328.719,"-68,83055-32,8719",,0
3ra Seccion Parque O'Higgins,Comercial,Altamente urbano,,3,Parque O'Higgins,500281010,1045,340,50,206,137,35,250,52,314,47,108,155,5,941,57,3,0,6,,,,-6.882.802,-3.288.273,"-68,82802-32,88273",,0
,Residencial urbano,Urbano,61782,4,Cuarta Este Area Fundacional,500070207,785,233,23,115,110,16,154,52,214,30,80,179,13,724,29,2,0,0,,,,-688.306,-3.287.292,"-68,8306-32,87292",,0
,Comercial,Altamente urbano,106572,4,Cuarta Este Area Fundacional,500070210,754,255,27,133,165,14,177,28,246,13,74,156,10,708,24,2,0,0,,,,-6.883.215,-3.287.524,"-68,83215-32,87524",,0
,Comercial,Altamente urbano,106572,4,Cuarta Este Area Fundacional,500070210,754,255,27,133,165,14,177,28,246,13,74,156,10,708,24,2,0,0,,,,-6.883.073,-3.287.533,"-68,83073-32,87533",,0
,Residencial urbano,Urbano,106572,4,Cuarta Este Area Fundacional,500070210,754,255,27,133,165,14,177,28,246,13,74,156,10,708,24,2,0,0,,,,-6.883.066,-3.287.402,"-68,83066-32,87402",,0
,Residencial urbano,Urbano,106572,4,Cuarta Este Area Fundacional,500070210,754,255,27,133,165,14,177,28,246,13,74,156,10,708,24,2,0,0,,,,-688.321,-328.739,"-68,8321-32,8739",,0
,Comercial,Altamente urbano,54007,4,Cuarta Este Area Fundacional,500070214,750,270,14,132,86,19,150,43,181,27,84,197,7,696,25,1,0,1,,,,-6.883.565,-3.287.628,"-68,83565-32,87628",,0
,Comercial,Altamente urbano,54007,4,Cuarta Este Area Fundacional,500070214,750,270,14,132,86,19,150,43,181,27,84,197,7,696,25,1,0,1,,,,-6.883.596,-3.287.744,"-68,83596-32,87744",,0
,Comercial,Altamente urbano,54007,4,Cuarta Este Area Fundacional,500070214,750,270,14,132,86,19,150,43,181,27,84,197,7,696,25,1,0,1,,,,-6.883.597,-328.786,"-68,83597-32,8786",,0
,Comercial,Altamente urbano,54007,4,Cuarta Este Area Fundacional,500070214,750,270,14,132,86,19,150,43,181,27,84,197,7,696,25,1,0,1,,,,-6.883.501,-3.287.866,"-68,83501-32,87866",,0
,Comercial,Altamente urbano,54007,4,Cuarta Este Area Fundacional,500070214,750,270,14,132,86,19,150,43,181,27,84,197,7,696,25,1,0,1,,,,-6.883.365,-328.776,"-68,83365-32,8776",,0
,Comercial,Altamente urbano,54007,4,Cuarta Este Area Fundacional,500070214,750,270,14,132,86,19,150,43,181,27,84,197,7,696,25,1,0,1,,,,-6.883.625,-3.287.857,"-68,83625-32,87857",,0
,Comercial,Altamente urbano,54007,4,Cuarta Este Area Fundacional,500070214,750,270,14,132,86,19,150,43,181,27,84,197,7,696,25,1,0,1,,,,-6.883.567,-3.287.748,"-68,83567-32,87748",,0
,Comercial,Altamente urbano,54007,4,Cuarta Este Area Fundacional,500070214,750,270,14,132,86,19,150,43,181,27,84,197,7,696,25,1,0,1,,,,-6.883.509,-3.287.979,"-68,83509-32,87979",,0
,Comercial,Altamente urbano,54007,4,Cuarta Este Area Fundacional,500070214,750,270,14,132,86,19,150,43,181,27,84,197,7,696,25,1,0,1,,,,-6.883.653,-3.287.969,"-68,83653-32,87969",,0
,Comercial,Altamente urbano,54007,4,Cuarta Este Area Fundacional,500070214,750,270,14,132,86,19,150,43,181,27,84,197,7,696,25,1,0,1,,,,-6.883.509,-3.287.978,"-68,83509-32,87978",,0
,Residencial urbano,Urbano,93218,4,Cuarta Este Area Fundacional,500070203,1123,349,43,218,203,26,282,77,345,48,102,170,7,1037,43,4,0,0,,,,-6.882.166,-3.286.948,"-68,82166-32,86948",,0
,Residencial urbano,Urbano,93218,4,Cuarta Este Area Fundacional,500070203,1123,349,43,218,203,26,282,77,345,48,102,170,7,1037,43,4,0,0,,,,-6.882.294,-328.695,"-68,82294-32,8695",,0
,Residencial urbano,Urbano,93218,4,Cuarta Este Area Fundacional,500070203,1123,349,43,218,203,26,282,77,345,48,102,170,7,1037,43,4,0,0,,,,-6.882.283,-3.286.869,"-68,82283-32,86869",,0
,Residencial urbano,Urbano,93218,4,Cuarta Este Area Fundacional,500070203,1123,349,43,218,203,26,282,77,345,48,102,170,7,1037,43,4,0,0,,,,-6.882.433,-3.286.903,"-68,82433-32,86903",,0
,Residencial urbano,Urbano,93218,4,Cuarta Este Area Fundacional,500070203,1123,349,43,218,203,26,282,77,345,48,102,170,7,1037,43,4,0,0,,,,-6.881.908,-3.286.956,"-68,81908-32,86956",,0
,Residencial urbano,Urbano,93218,4,Cuarta Este Area Fundacional,500070203,1123,349,43,218,203,26,282,77,345,48,102,170,7,1037,43,4,0,0,,,,-6.882.046,-3.287.022,"-68,82046-32,87022",,0
,Residencial urbano,Urbano,93218,4,Cuarta Este Area Fundacional,500070203,1123,349,43,218,203,26,282,77,345,48,102,170,7,1037,43,4,0,0,,,,-6.881.915,-3.287.025,"-68,81915-32,87025",,0
1ra Seccion Parque Central,Comercial,Altamente urbano,36211,1,Parque Central,500070106,664,268,21,104,120,16,103,12,154,30,65,233,8,610,18,2,2,0,,,,-6.883.797,-3.287.991,"-68,83797-32,87991",,0
1ra Seccion Parque Central,Comercial,Altamente urbano,36211,1,Parque Central,500070106,664,268,21,104,120,16,103,12,154,30,65,233,8,610,18,2,2,0,,,,-6.883.929,-3.287.983,"-68,83929-32,87983",,0
1ra Seccion Parque Central,Comercial,Altamente urbano,36211,1,Parque Central,500070106,664,268,21,104,120,16,103,12,154,30,65,233,8,610,18,2,2,0,,,,-6.883.701,-3.287.627,"-68,83701-32,87627",,0
,Residencial urbano,Urbano,76164,4,Cuarta Este Area Fundacional,500070215,517,178,22,108,90,28,146,19,161,19,40,73,2,467,30,0,0,1,,,,-6.882.029,-3.286.869,"-68,82029-32,86869",,0
,Residencial urbano,Urbano,76164,4,Cuarta Este Area Fundacional,500070215,517,178,22,108,90,28,146,19,161,19,40,73,2,467,30,0,0,1,,,,-6.882.155,-3.286.864,"-68,82155-32,86864",,0
,Residencial urbano,Urbano,76164,4,Cuarta Este Area Fundacional,500070215,517,178,22,108,90,28,146,19,161,19,40,73,2,467,30,0,0,1,,,,-688.201,-3.286.714,"-68,8201-32,86714",,0
,Residencial urbano,Urbano,76164,4,Cuarta Este Area Fundacional,500070215,517,178,22,108,90,28,146,19,161,19,40,73,2,467,30,0,0,1,,,,-6.882.143,-3.286.782,"-68,82143-32,86782",,0
